cell_type,current_sp,time,current,voltage
SONY 18650 VTC60,21,2019-11-30T19:58:25.940769,21.06,3.342
SONY 18650 VTC60,21,2019-11-30T19:58:26.538983,21.06,3.325
SONY 18650 VTC60,21,2019-11-30T19:58:27.136470,21.06,3.325
SONY 18650 VTC60,21,2019-11-30T19:58:27.736033,21.06,3.325
SONY 18650 VTC60,21,2019-11-30T19:58:28.342014,21.06,3.325
SONY 18650 VTC60,21,2019-11-30T19:58:28.948017,21.06,3.325
SONY 18650 VTC60,21,2019-11-30T19:58:29.553960,21.06,3.325
SONY 18650 VTC60,21,2019-11-30T19:58:30.159855,21.06,3.325
SONY 18650 VTC60,21,2019-11-30T19:58:30.764939,21.06,3.325
SONY 18650 VTC60,21,2019-11-30T19:58:31.369545,21.06,3.325
SONY 18650 VTC60,21,2019-11-30T19:58:31.975897,21.06,3.325
SONY 18650 VTC60,21,2019-11-30T19:58:32.580892,21.06,3.325
SONY 18650 VTC60,21,2019-11-30T19:58:33.185844,21.06,3.325
SONY 18650 VTC60,21,2019-11-30T19:58:33.791137,21.06,3.325
SONY 18650 VTC60,21,2019-11-30T19:58:34.403274,21.06,3.325
SONY 18650 VTC60,21,2019-11-30T19:58:35.008362,21.06,3.325
SONY 18650 VTC60,21,2019-11-30T19:58:35.615481,21.06,3.325
SONY 18650 VTC60,21,2019-11-30T19:58:36.251134,21.06,3.325
SONY 18650 VTC60,21,2019-11-30T19:58:36.855163,21.06,3.325
SONY 18650 VTC60,21,2019-11-30T19:58:37.451650,21.06,3.309
SONY 18650 VTC60,21,2019-11-30T19:58:38.055082,21.06,3.309
SONY 18650 VTC60,21,2019-11-30T19:58:38.650781,21.06,3.309
SONY 18650 VTC60,21,2019-11-30T19:58:39.254587,21.06,3.309
SONY 18650 VTC60,21,2019-11-30T19:58:39.861946,21.06,3.309
SONY 18650 VTC60,21,2019-11-30T19:58:40.467774,21.06,3.309
SONY 18650 VTC60,21,2019-11-30T19:58:41.073803,21.06,3.309
SONY 18650 VTC60,21,2019-11-30T19:58:41.680196,21.06,3.309
SONY 18650 VTC60,21,2019-11-30T19:58:42.286343,21.06,3.309
SONY 18650 VTC60,21,2019-11-30T19:58:42.891713,21.06,3.309
SONY 18650 VTC60,21,2019-11-30T19:58:43.510167,21.06,3.309
SONY 18650 VTC60,21,2019-11-30T19:58:44.108282,21.06,3.309
SONY 18650 VTC60,21,2019-11-30T19:58:44.721254,21.06,3.309
SONY 18650 VTC60,21,2019-11-30T19:58:45.326451,21.06,3.309
SONY 18650 VTC60,21,2019-11-30T19:58:45.931554,21.06,3.309
SONY 18650 VTC60,21,2019-11-30T19:58:46.536495,21.06,3.309
SONY 18650 VTC60,21,2019-11-30T19:58:47.179069,21.06,3.309
SONY 18650 VTC60,21,2019-11-30T19:58:47.778177,21.06,3.309
SONY 18650 VTC60,21,2019-11-30T19:58:48.379332,21.06,3.292
SONY 18650 VTC60,21,2019-11-30T19:58:48.979794,21.06,3.292
SONY 18650 VTC60,21,2019-11-30T19:58:49.586595,21.06,3.292
SONY 18650 VTC60,21,2019-11-30T19:58:50.193688,21.06,3.292
SONY 18650 VTC60,21,2019-11-30T19:58:50.800746,21.06,3.292
SONY 18650 VTC60,21,2019-11-30T19:58:51.407847,21.06,3.292
SONY 18650 VTC60,21,2019-11-30T19:58:52.016683,21.06,3.292
SONY 18650 VTC60,21,2019-11-30T19:58:52.624635,21.06,3.292
SONY 18650 VTC60,21,2019-11-30T19:58:53.232864,21.06,3.292
SONY 18650 VTC60,21,2019-11-30T19:58:53.840768,21.06,3.292
SONY 18650 VTC60,21,2019-11-30T19:58:54.448506,21.06,3.292
SONY 18650 VTC60,21,2019-11-30T19:58:55.055424,21.06,3.292
SONY 18650 VTC60,21,2019-11-30T19:58:55.663960,21.06,3.292
SONY 18650 VTC60,21,2019-11-30T19:58:56.270965,21.06,3.292
SONY 18650 VTC60,21,2019-11-30T19:58:56.878257,21.06,3.292
SONY 18650 VTC60,21,2019-11-30T19:58:57.485550,21.06,3.292
SONY 18650 VTC60,21,2019-11-30T19:58:58.122460,21.06,3.276
SONY 18650 VTC60,21,2019-11-30T19:58:58.721923,21.06,3.276
SONY 18650 VTC60,21,2019-11-30T19:58:59.320227,21.06,3.276
SONY 18650 VTC60,21,2019-11-30T19:58:59.920643,21.06,3.276
SONY 18650 VTC60,21,2019-11-30T19:59:00.518996,21.06,3.276
SONY 18650 VTC60,21,2019-11-30T19:59:01.124701,21.06,3.276
SONY 18650 VTC60,21,2019-11-30T19:59:01.729828,21.06,3.276
SONY 18650 VTC60,21,2019-11-30T19:59:02.334417,21.06,3.276
SONY 18650 VTC60,21,2019-11-30T19:59:02.947509,21.06,3.276
SONY 18650 VTC60,21,2019-11-30T19:59:03.553618,21.06,3.276
SONY 18650 VTC60,21,2019-11-30T19:59:04.158755,21.06,3.276
SONY 18650 VTC60,21,2019-11-30T19:59:04.765833,21.06,3.276
